notice_ref,authority,published,days_since_recall,product,brand_or_model,gtin,gtin_valid,arm,marketplace,arm_state,arm_coverage_pct,arm_verdict,row_tier,found_by_query,discard_reasons,hazard
SR/01677/26,SAFETY_GATE,2026-06-12,68,Coral Bay metallic,Smalto,8034108161396,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01677/26,SAFETY_GATE,2026-06-12,68,Coral Bay metallic,Smalto,8034108161396,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01678/26,SAFETY_GATE,2026-06-12,68,Gel Color - Cajun Shrimp,2059,619828090041,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01678/26,SAFETY_GATE,2026-06-12,68,Gel Color - Cajun Shrimp,2059,619828090041,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01678/26,SAFETY_GATE,2026-06-12,68,Gel Color - Cajun Shrimp,2059,619828090041,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01686/26,SAFETY_GATE,2026-06-12,68,Pink Fluo,160,8034135959249,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01686/26,SAFETY_GATE,2026-06-12,68,Pink Fluo,160,8034135959249,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01686/26,SAFETY_GATE,2026-06-12,68,Pink Fluo,160,8034135959249,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01691/26,SAFETY_GATE,2026-06-12,68,Viola,191,8034108165394,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01691/26,SAFETY_GATE,2026-06-12,68,Viola,191,8034108165394,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01691/26,SAFETY_GATE,2026-06-12,68,Viola,191,8034108165394,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01692/26,SAFETY_GATE,2026-06-12,68,Buider Gel - No Burn Extremely strong,J930,8033065599303,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01692/26,SAFETY_GATE,2026-06-12,68,Buider Gel - No Burn Extremely strong,J930,8033065599303,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01692/26,SAFETY_GATE,2026-06-12,68,Buider Gel - No Burn Extremely strong,J930,8033065599303,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01694/26,SAFETY_GATE,2026-06-12,68,Fluo Vernis - Orange Fluo,161,8034135954107,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01694/26,SAFETY_GATE,2026-06-12,68,Fluo Vernis - Orange Fluo,161,8034135954107,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01694/26,SAFETY_GATE,2026-06-12,68,Fluo Vernis - Orange Fluo,161,8034135954107,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01696/26,SAFETY_GATE,2026-06-12,68,Bouilloire en verre - Glass electric kettle,MIV-700BE,3770039334014,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,Some parts of the base are not properly insulated from live parts. The base’s plastic casing might easily break upon impact. The user can access live parts and receive an electric shock.
SR/01696/26,SAFETY_GATE,2026-06-12,68,Bouilloire en verre - Glass electric kettle,MIV-700BE,3770039334014,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,Some parts of the base are not properly insulated from live parts. The base’s plastic casing might easily break upon impact. The user can access live parts and receive an electric shock.
SR/01696/26,SAFETY_GATE,2026-06-12,68,Bouilloire en verre - Glass electric kettle,MIV-700BE,3770039334014,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,Some parts of the base are not properly insulated from live parts. The base’s plastic casing might easily break upon impact. The user can access live parts and receive an electric shock.
SR/01710/26,SAFETY_GATE,2026-06-12,68,Avalanche transceiver,NEO,3700507913434,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The device has a malfunction, which could render it inoperative for signal transmission and the search for a buried victim in the event of an avalanche."
SR/01710/26,SAFETY_GATE,2026-06-12,68,Avalanche transceiver,NEO,3700507913434,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The device has a malfunction, which could render it inoperative for signal transmission and the search for a buried victim in the event of an avalanche."
SR/01710/26,SAFETY_GATE,2026-06-12,68,Avalanche transceiver,NEO,3700507913434,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The device has a malfunction, which could render it inoperative for signal transmission and the search for a buried victim in the event of an avalanche."
SR/01711/26,SAFETY_GATE,2026-06-12,68,Kuromi,KUME,678634521637,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The product has small parts that can easily detach (round ends of hood cords). Small children may put them in the mouth and choke.
SR/01711/26,SAFETY_GATE,2026-06-12,68,Kuromi,KUME,678634521637,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The product has small parts that can easily detach (round ends of hood cords). Small children may put them in the mouth and choke.
SR/01711/26,SAFETY_GATE,2026-06-12,68,Kuromi,KUME,678634521637,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The product has small parts that can easily detach (round ends of hood cords). Small children may put them in the mouth and choke.
SR/01715/26,SAFETY_GATE,2026-06-12,68,Base Maxi Cosi FamilyFix Slide Pro,8065057110,8712930022312,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"A visual indicator on the base may be disturbed if the car seat is not removed in accordance with the instructions. In this case, the indicator may not work as expected on the next installation. This means that even if the indicator is green, the car seat may not be properly attached to the base. This may result in a risk of injury."
SR/01715/26,SAFETY_GATE,2026-06-12,68,Base Maxi Cosi FamilyFix Slide Pro,8065057110,8712930022312,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"A visual indicator on the base may be disturbed if the car seat is not removed in accordance with the instructions. In this case, the indicator may not work as expected on the next installation. This means that even if the indicator is green, the car seat may not be properly attached to the base. This may result in a risk of injury."
SR/01715/26,SAFETY_GATE,2026-06-12,68,Base Maxi Cosi FamilyFix Slide Pro,8065057110,8712930022312,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"A visual indicator on the base may be disturbed if the car seat is not removed in accordance with the instructions. In this case, the indicator may not work as expected on the next installation. This means that even if the indicator is green, the car seat may not be properly attached to the base. This may result in a risk of injury."
SR/01726/26,SAFETY_GATE,2026-06-12,68,Builder Gel - No burn Extremely Strong 30 ML,J931,8033065599310,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01726/26,SAFETY_GATE,2026-06-12,68,Builder Gel - No burn Extremely Strong 30 ML,J931,8033065599310,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
SR/01726/26,SAFETY_GATE,2026-06-12,68,Builder Gel - No burn Extremely Strong 30 ML,J931,8033065599310,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide (TPO), which is prohibited in cosmetic products. TPO may harm the reproductive system, may harm the health of the unborn child and may cause allergic skin reactions."
OR/00137/25,SAFETY_GATE,2025-09-05,348,Liquide vaiselle,Citron,5902114233389,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The product has an excessive concentration of a mixture of the preservatives methylchloroisothiazolinone and methylisothiazolinone (MCI/MI) (measured total value 0.00078%). MCI and MI cause severe skin burns and eye damage (if in contact with the eyes) and may cause an allergic skin reaction.
OR/00137/25,SAFETY_GATE,2025-09-05,348,Liquide vaiselle,Citron,5902114233389,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The product has an excessive concentration of a mixture of the preservatives methylchloroisothiazolinone and methylisothiazolinone (MCI/MI) (measured total value 0.00078%). MCI and MI cause severe skin burns and eye damage (if in contact with the eyes) and may cause an allergic skin reaction.
OR/00137/25,SAFETY_GATE,2025-09-05,348,Liquide vaiselle,Citron,5902114233389,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The product has an excessive concentration of a mixture of the preservatives methylchloroisothiazolinone and methylisothiazolinone (MCI/MI) (measured total value 0.00078%). MCI and MI cause severe skin burns and eye damage (if in contact with the eyes) and may cause an allergic skin reaction.
A12/02501/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,63 silver,5907813184635,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl)propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02501/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,63 silver,5907813184635,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl)propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02501/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,63 silver,5907813184635,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl)propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02507/24,SAFETY_GATE,2024-09-06,712,Superfire,HL76,6974760350160,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The solders in the product have an excessive concentration of lead (measured value up to 85%). It also contains DBP and DEHP in plastic parts (measured value up to 1,4 and 2,1% respectively). The product contains excessive concentrations of SCCP in plastic (measured value up to 3,4%). Lead poses a risk to the environment. Phthalates poses a risk to human health and the environment. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02507/24,SAFETY_GATE,2024-09-06,712,Superfire,HL76,6974760350160,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The solders in the product have an excessive concentration of lead (measured value up to 85%). It also contains DBP and DEHP in plastic parts (measured value up to 1,4 and 2,1% respectively). The product contains excessive concentrations of SCCP in plastic (measured value up to 3,4%). Lead poses a risk to the environment. Phthalates poses a risk to human health and the environment. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02507/24,SAFETY_GATE,2024-09-06,712,Superfire,HL76,6974760350160,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The solders in the product have an excessive concentration of lead (measured value up to 85%). It also contains DBP and DEHP in plastic parts (measured value up to 1,4 and 2,1% respectively). The product contains excessive concentrations of SCCP in plastic (measured value up to 3,4%). Lead poses a risk to the environment. Phthalates poses a risk to human health and the environment. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02508/24,SAFETY_GATE,2024-09-06,712,Pailetten Lama,49069,5038104490699,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The sequins detach easily, creating small parts. Additionally, due to the weakness of the seams, the fibrous stuffing may also be accessible. A small child may put the sequins or the stuffing in the mouth and choke."
A12/02508/24,SAFETY_GATE,2024-09-06,712,Pailetten Lama,49069,5038104490699,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The sequins detach easily, creating small parts. Additionally, due to the weakness of the seams, the fibrous stuffing may also be accessible. A small child may put the sequins or the stuffing in the mouth and choke."
A12/02508/24,SAFETY_GATE,2024-09-06,712,Pailetten Lama,49069,5038104490699,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The sequins detach easily, creating small parts. Additionally, due to the weakness of the seams, the fibrous stuffing may also be accessible. A small child may put the sequins or the stuffing in the mouth and choke."
A12/02511/24,SAFETY_GATE,2024-09-06,712,SNOW AND ICE COLORS,392,8419822977117,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The plastic material of the product has an excessive concentration of bis(2-ethylhexyl) phthalate (DEHP) (measured value up to: 33.6% by weight). This phthalate may harm the health of children by causing possible damage to their reproductive system.
A12/02511/24,SAFETY_GATE,2024-09-06,712,SNOW AND ICE COLORS,392,8419822977117,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The plastic material of the product has an excessive concentration of bis(2-ethylhexyl) phthalate (DEHP) (measured value up to: 33.6% by weight). This phthalate may harm the health of children by causing possible damage to their reproductive system.
A12/02511/24,SAFETY_GATE,2024-09-06,712,SNOW AND ICE COLORS,392,8419822977117,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The plastic material of the product has an excessive concentration of bis(2-ethylhexyl) phthalate (DEHP) (measured value up to: 33.6% by weight). This phthalate may harm the health of children by causing possible damage to their reproductive system.
A12/02514/24,SAFETY_GATE,2024-09-06,712,Select 30W,sw30/20230,7340068936235,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The solders of the product contains excessive concentrations of lead(measured value up to 55.8% by weight). Lead poses a risk to the environment.
A12/02514/24,SAFETY_GATE,2024-09-06,712,Select 30W,sw30/20230,7340068936235,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The solders of the product contains excessive concentrations of lead(measured value up to 55.8% by weight). Lead poses a risk to the environment.
A12/02514/24,SAFETY_GATE,2024-09-06,712,Select 30W,sw30/20230,7340068936235,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The solders of the product contains excessive concentrations of lead(measured value up to 55.8% by weight). Lead poses a risk to the environment.
A12/02515/24,SAFETY_GATE,2024-09-06,712,Pipande kyckling,83062-1,7333084055691,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The solders in the product have an excessive concentration of lead (measured value up to 70.5% by weight). Lead poses a risk to the environment.
A12/02515/24,SAFETY_GATE,2024-09-06,712,Pipande kyckling,83062-1,7333084055691,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The solders in the product have an excessive concentration of lead (measured value up to 70.5% by weight). Lead poses a risk to the environment.
A12/02515/24,SAFETY_GATE,2024-09-06,712,Pipande kyckling,83062-1,7333084055691,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The solders in the product have an excessive concentration of lead (measured value up to 70.5% by weight). Lead poses a risk to the environment.
A12/02517/24,SAFETY_GATE,2024-09-06,712,Hängslen,15284,7330878152840,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The red artificial leather detail has excessive concentrations of bis(2-ethylhexyl) phthalate (DEHP), cadmium and short-chain chlorinated paraffins (SCCPs) (measured values up to 5.4%, 0.026% and 2.67% by weight, respectively). DEHP may harm the health by causing possible damage to the reproductive system. Cadmium is harmful to human health because it accumulates in the body, can damage the kidneys and bones and it may cause cancer. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02517/24,SAFETY_GATE,2024-09-06,712,Hängslen,15284,7330878152840,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The red artificial leather detail has excessive concentrations of bis(2-ethylhexyl) phthalate (DEHP), cadmium and short-chain chlorinated paraffins (SCCPs) (measured values up to 5.4%, 0.026% and 2.67% by weight, respectively). DEHP may harm the health by causing possible damage to the reproductive system. Cadmium is harmful to human health because it accumulates in the body, can damage the kidneys and bones and it may cause cancer. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02517/24,SAFETY_GATE,2024-09-06,712,Hängslen,15284,7330878152840,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The red artificial leather detail has excessive concentrations of bis(2-ethylhexyl) phthalate (DEHP), cadmium and short-chain chlorinated paraffins (SCCPs) (measured values up to 5.4%, 0.026% and 2.67% by weight, respectively). DEHP may harm the health by causing possible damage to the reproductive system. Cadmium is harmful to human health because it accumulates in the body, can damage the kidneys and bones and it may cause cancer. SCCPs persist in the environment, are toxic to aquatic organisms at low concentrations and bio-accumulate in wildlife and humans, posing a risk to human health and the environment. Prolonged exposure to them through the skin may cause cancer."
A12/02519/24,SAFETY_GATE,2024-09-06,712,Inflatable toy,780345,5101667803456,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The plastic material of the toy contains an amount of bis(2-ethylhexyl) phthalate (DEHP) (measured value: 6 % by weight). This phthalate may harm the health by causing possible damage to the reproductive system.
A12/02519/24,SAFETY_GATE,2024-09-06,712,Inflatable toy,780345,5101667803456,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The plastic material of the toy contains an amount of bis(2-ethylhexyl) phthalate (DEHP) (measured value: 6 % by weight). This phthalate may harm the health by causing possible damage to the reproductive system.
A12/02519/24,SAFETY_GATE,2024-09-06,712,Inflatable toy,780345,5101667803456,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The plastic material of the toy contains an amount of bis(2-ethylhexyl) phthalate (DEHP) (measured value: 6 % by weight). This phthalate may harm the health by causing possible damage to the reproductive system.
A12/02522/24,SAFETY_GATE,2024-09-06,712,Perfume,B886-4,6936664306964,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02522/24,SAFETY_GATE,2024-09-06,712,Perfume,B886-4,6936664306964,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02522/24,SAFETY_GATE,2024-09-06,712,Perfume,B886-4,6936664306964,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02523/24,SAFETY_GATE,2024-09-06,712,FLORAL SHOCK,B886-3,6972011066952,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02523/24,SAFETY_GATE,2024-09-06,712,FLORAL SHOCK,B886-3,6972011066952,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02523/24,SAFETY_GATE,2024-09-06,712,FLORAL SHOCK,B886-3,6972011066952,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances d-limonene, linalool, benzyl alcohol, citronellol, geraniol, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02524/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,68 smoke,5907813186684,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02524/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,68 smoke,5907813186684,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02524/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,68 smoke,5907813186684,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02525/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,46 mahogany,5907813184468,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02525/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,46 mahogany,5907813184468,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02525/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,46 mahogany,5907813184468,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02526/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,44 burgundy red,5907813184444,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
